ts_code,symbol,industry,price_end,price_start,change_pct
600312.SH,600312,电气设备,173.095866,146.529594,18.13
301658.SZ,301658,电气设备,35.619569999999996,30.155089999999998,18.12
688069.SH,688069,环境保护,58.875825,49.851672,18.1
002207.SZ,002207,石油开采,26.95589,22.829359999999998,18.08
300335.SZ,300335,供气供热,19.800541,16.771251,18.06
300137.SZ,300137,环境保护,56.05236,47.49264,18.02
301071.SZ,301071,矿物制品,177.17141600000002,150.11975999999999,18.02
002309.SZ,002309,电气设备,13.12656,11.1274,17.97
605006.SH,605006,玻璃,11.933069999999999,10.11689,17.95
603117.SH,603117,仓储物流,8.477039999999999,7.1876999999999995,17.94
002389.SZ,002389,航空,172.711594,146.438914,17.94
002432.SZ,002432,医疗保健,164.632184,139.621789,17.91
300460.SZ,300460,元器件,13.77464,11.682830000000001,17.9
002927.SZ,002927,电气设备,56.058871999999994,47.545852000000004,17.9
300254.SZ,300254,化学制药,18.5504,15.737919999999999,17.87
301628.SZ,301628,元器件,112.48074100000001,95.44429600000001,17.85
000581.SZ,000581,汽车配件,165.488596,140.488138,17.8
300153.SZ,300153,电气设备,172.39224000000002,146.34108,17.8
300408.SZ,300408,元器件,261.13904,221.68,17.8
002248.SZ,002248,机床制造,28.22976,23.97096,17.77
002868.SZ,002868,农业综合,57.83076,49.139669999999995,17.69
